time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_type,perm_physical_pupils,perm_physical_adult,perm_verbal_pupil,perm_verbal_adult,perm_bullying,perm_racist_abuse,perm_sexual_misconduct,perm_drug_alcohol,perm_damage,perm_theft,perm_persistent_disruptive,perm_other,fixed_physical_pupils,fixed_physical_adult,fixed_verbal_pupil,fixed_verbal_adult,fixed_bullying,fixed_racist_abuse,fixed_sexual_misconduct,fixed_drug_alcohol,fixed_damage,fixed_theft,fixed_persistent_disruptive,fixed_other
academic year,201415,local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Special,0,0,0,0,0,0,0,0,0,0,0,0,10,27,4,6,x,4,0,x,11,x,6,3
academic year,201415,local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Total,5,3,0,x,0,0,x,x,x,0,x,5,418,153,102,353,30,36,24,39,45,41,340,344
academic year,201415,local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,74,97,8,28,3,3,x,0,10,x,106,20
academic year,201415,local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,State-funded secondary,5,3,0,x,0,0,x,x,x,0,x,5,336,27,88,311,27,24,23,39,25,40,175,323
academic year,201415,local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Special,0,0,0,0,0,0,0,0,0,0,0,0,8,29,6,14,0,9,0,0,10,0,59,x
academic year,201415,local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Total,x,3,x,0,0,0,x,0,0,x,8,12,322,71,80,191,27,10,23,25,27,50,579,319
academic year,201415,local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,State-funded primary,x,x,0,0,0,0,0,0,0,x,3,x,43,36,6,12,x,x,0,x,17,8,52,10
academic year,201415,local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,State-funded secondary,x,x,x,0,0,0,x,0,0,0,5,10,275,32,74,178,26,8,23,24,10,42,525,308
academic year,201415,local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Special,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,x,0,0,0,0,0,0,x,x
academic year,201415,local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Total,x,x,0,x,0,0,0,x,0,0,7,7,157,34,29,82,13,11,6,19,20,30,143,171
academic year,201415,local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,State-funded primary,0,x,0,0,0,0,0,0,0,0,x,0,27,21,6,15,0,3,0,0,x,0,28,4
academic year,201415,local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,State-funded secondary,x,0,0,x,0,0,0,x,0,0,6,6,125,8,22,64,13,6,6,19,18,30,109,165
academic year,201415,local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Special,0,0,0,0,0,0,0,0,0,0,0,x,5,5,x,3,0,x,0,0,0,0,6,x
academic year,201415,local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Total,x,0,0,x,0,0,0,x,0,x,3,10,185,92,89,124,19,27,10,12,26,14,297,68
academic year,201415,local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,State-funded primary,0,0,0,x,0,0,0,0,0,0,0,0,48,73,16,24,4,11,0,0,6,3,91,30
academic year,201415,local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,State-funded secondary,x,0,0,x,0,0,0,x,0,x,3,10,133,11,71,99,15,16,10,12,20,11,205,37
academic year,201415,local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Special,0,0,0,0,0,0,0,0,0,0,0,0,4,8,x,x,0,0,0,0,0,0,x,x
academic year,201415,local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Total,3,0,x,x,x,0,0,x,0,0,0,0,71,15,16,34,13,4,3,19,8,18,53,140
academic year,201415,local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,0,3,0,0,0,x,0,4,4
academic year,201415,local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,State-funded secondary,3,0,x,x,x,0,0,x,0,0,0,0,61,x,7,34,10,4,3,19,6,17,49,134
academic year,201415,local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Special,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,x,0,x
academic year,201415,local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Total,x,3,x,0,0,0,0,x,0,0,7,14,245,101,55,101,17,6,11,10,20,31,201,205
academic year,201415,local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,State-funded primary,0,x,0,0,0,0,0,0,0,0,x,0,57,61,9,13,3,0,x,0,9,x,74,46
academic year,201415,local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,State-funded secondary,0,x,x,0,0,0,0,x,0,0,5,14,168,17,43,84,8,6,10,10,8,29,113,157
academic year,201415,local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Special,x,x,0,0,0,0,0,0,0,0,0,0,20,23,3,4,6,0,0,0,3,0,14,x
academic year,201415,local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Total,9,x,6,5,0,0,x,10,x,0,14,24,416,148,89,203,28,13,17,61,41,38,316,281
academic year,201415,local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,69,62,10,7,0,x,0,0,4,0,24,36
academic year,201415,local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,State-funded secondary,9,x,6,5,0,0,x,10,x,0,14,24,294,50,72,178,25,9,17,60,27,36,254,194
academic year,201415,local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Special,0,0,0,0,0,0,0,0,0,0,0,0,53,36,7,18,3,x,0,x,10,x,38,51
academic year,201415,local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Total,x,x,3,0,0,0,3,0,0,0,3,7,301,169,65,135,28,17,36,15,28,28,213,374
academic year,201415,local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,109,59,13,32,0,5,5,0,10,4,34,87
academic year,201415,local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,State-funded secondary,x,x,3,0,0,0,3,0,0,0,3,7,143,20,49,99,9,10,28,13,10,19,164,281
academic year,201415,local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Special,0,0,0,0,0,0,0,0,0,0,0,0,49,90,3,4,19,x,3,x,8,5,15,6
academic year,201415,local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Total,4,0,0,0,x,0,0,0,0,0,x,x,227,48,59,135,31,15,6,44,24,7,255,123
academic year,201415,local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,State-funded primary,0,0,0,0,0,0,0,0,0,0,0,0,5,23,x,6,0,0,0,0,5,0,20,0
academic year,201415,local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,State-funded secondary,4,0,0,0,x,0,0,0,0,0,x,x,218,19,50,117,30,15,5,44,13,7,229,122
academic year,201415,local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Special,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,12,x,0,x,0,6,0,6,x
academic year,201415,local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Total,16,x,3,3,x,0,0,x,0,0,5,5,214,57,86,128,15,3,3,7,20,31,161,242
academic year,201415,local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,State-funded primary,x,x,0,0,0,0,0,0,0,0,0,0,46,40,13,33,x,0,x,0,4,x,58,26
academic year,201415,local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,State-funded secondary,13,0,x,3,x,0,0,x,0,0,5,4,161,8,70,88,12,3,x,7,14,29,95,200
academic year,201415,local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Special,x,x,x,0,0,0,0,0,0,0,0,x,7,9,3,7,x,0,0,0,x,0,8,16
academic year,201415,local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Total,x,0,3,0,0,0,0,0,0,0,5,x,194,44,52,96,30,11,x,6,11,17,240,150
academic year,201415,local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,State-funded primary,0,0,0,0,0,0,0,0,0,0,x,0,16,25,4,8,x,x,0,0,x,x,18,14
academic year,201415,local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,State-funded secondary,x,0,3,0,0,0,0,0,0,0,4,x,178,19,48,88,29,10,x,6,10,16,222,136
academic year,201415,local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Special,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
academic year,201415,local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Total,0,5,x,3,0,0,0,0,0,0,7,x,138,98,37,100,7,4,5,24,27,14,298,53
academic year,201415,local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,State-funded primary,0,3,0,0,0,0,0,0,0,0,0,0,41,82,8,27,x,0,4,0,13,3,92,13
academic year,201415,local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,State-funded secondary,0,x,x,3,0,0,0,0,0,0,7,x,97,16,29,73,5,4,x,24,14,11,206,40
academic year,201415,local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Total,5,x,x,3,x,0,5,4,0,x,4,14,302,48,81,161,21,32,20,66,49,34,176,506
academic year,201415,local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,State-funded primary,0,x,0,0,0,0,0,0,0,0,0,0,21,17,6,10,0,x,x,0,x,x,33,8
academic year,201415,local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,State-funded secondary,5,x,x,3,x,0,5,4,0,x,4,14,281,31,75,151,21,30,19,66,47,32,143,498
academic year,201415,local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Total,4,x,x,x,0,x,8,5,0,0,7,5,359,79,73,249,11,32,20,57,30,52,328,364
academic year,201415,local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,State-funded primary,x,0,0,0,0,0,0,0,0,0,0,0,18,26,5,4,3,4,0,0,x,0,32,13
